arm,pid,metric,n_logged_steps,mean,population_std,min,max,step1,step150,last50_mean
target_teachertopk,731889,perf/cpu_memory_used_gb,150,191.77704,5.583848272628236,173.352,199.917,173.352,199.917,197.35892
target_teachertopk,731889,perf/max_memory_allocated_gb,150,114.36658000000001,3.3122996870653667,102.869,115.8,102.869,115.8,115.8
target_teachertopk,731889,perf/max_memory_reserved_gb,150,145.11577333333332,0.9777505895108867,133.424,145.248,133.424,145.248,145.248
target_teachertopk,731889,perf/mfu/actor,150,0.2762066666666667,0.005196533032277911,0.257,0.29,0.259,0.276,0.27652
target_teachertopk,731889,perf/throughput,150,3114.58922,135.72900283898403,2488.707,3431.979,3009.821,3005.972,3095.6430800000003
target_teachertopk,731889,perf/throughput/alfworld,150,1895.1138466666666,209.37796411452462,1380.315,2447.656,2060.226,1782.085,1853.16576
target_teachertopk,731889,perf/throughput/search,150,181.59084000000001,30.83814895635599,77.628,273.357,77.628,210.422,188.70754
target_teachertopk,731889,perf/time_per_step,150,617.8295066666667,75.67083058517302,463.315,913.849,800.86,632.713,597.63994
target_teachertopk,731889,perf/total_num_tokens,150,3857681.54,573180.9084285186,2804610.0,6005616.0,4820890.0,3803834.0,3705992.9
target_teachertopk,731889,perf/total_num_tokens/alfworld,150,2365113.24,522317.91086700803,1420429.0,4406849.0,3299905.0,2255096.0,2228817.2
target_teachertopk,731889,perf/total_num_tokens/search,150,221286.64666666667,29332.794920847362,124338.0,293159.0,124338.0,266274.0,224261.6
target_teachertopk,731889,perf/total_num_tokens/webshop,150,1271281.6533333333,131988.35685604933,1004901.0,1691095.0,1396647.0,1282464.0,1252914.1
target_teachertopk,731889,prompt_length/clip_ratio,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
target_teachertopk,731889,prompt_length/clip_ratio/alfworld,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
target_teachertopk,731889,prompt_length/clip_ratio/search,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
target_teachertopk,731889,prompt_length/clip_ratio/webshop,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
target_teachertopk,731889,prompt_length/max,150,2472.0533333333333,231.51255651092063,2184.0,3385.0,2593.0,2547.0,2480.9
target_teachertopk,731889,prompt_length/max/alfworld,150,1074.74,96.4756570332641,787.0,1338.0,1072.0,1085.0,1070.32
target_teachertopk,731889,prompt_length/max/search,150,2035.0066666666667,214.26583167229958,1415.0,2994.0,2027.0,2547.0,2006.02
target_teachertopk,731889,prompt_length/max/webshop,150,2459.9866666666667,224.60038547508228,2184.0,3385.0,2593.0,2301.0,2469.9
target_teachertopk,731889,prompt_length/mean,150,638.8004933333333,39.08259789091929,530.614,740.35,539.932,624.389,645.12822
target_teachertopk,731889,prompt_length/mean/alfworld,150,496.2470533333334,34.35252345583687,416.097,575.791,436.142,475.819,500.3046
target_teachertopk,731889,prompt_length/mean/search,150,627.23916,50.5851653998917,471.387,738.252,471.387,714.673,631.04614
target_teachertopk,731889,prompt_length/mean/webshop,150,1146.0070133333334,57.89100027165843,1024.571,1320.401,1159.334,1084.029,1135.0160799999999
target_teachertopk,731889,prompt_length/min,150,164.25333333333333,0.5795017016560194,162.0,167.0,164.0,164.0,164.2
target_teachertopk,731889,prompt_length/min/alfworld,150,275.3,25.271789278429285,238.0,347.0,268.0,267.0,279.02
target_teachertopk,731889,prompt_length/min/search,150,164.25333333333333,0.5795017016560194,162.0,167.0,164.0,164.0,164.2
target_teachertopk,731889,prompt_length/min/webshop,150,180.09333333333333,4.861202411841013,172.0,190.0,185.0,184.0,179.88
target_teachertopk,731889,response_length/clip_ratio,150,0.12602666666666668,0.07419127951151372,0.008,0.561,0.01,0.136,0.11704
target_teachertopk,731889,response_length/clip_ratio/alfworld,150,0.16612666666666667,0.09762904599668186,0.0,0.691,0.0,0.186,0.156
target_teachertopk,731889,response_length/clip_ratio/search,150,0.00042666666666666667,0.0013581687016796633,0.0,0.009,0.0,0.0,0.0005
target_teachertopk,731889,response_length/clip_ratio/webshop,150,0.0252,0.015830350596243912,0.004,0.097,0.067,0.015,0.02062
target_teachertopk,731889,response_length/max,150,512.0,0.0,512.0,512.0,512.0,512.0,512.0
target_teachertopk,731889,response_length/max/alfworld,150,511.7866666666667,2.60406519802319,480.0,512.0,512.0,512.0,512.0
target_teachertopk,731889,response_length/max/search,150,418.82666666666665,57.483069584781994,254.0,512.0,376.0,484.0,417.16
target_teachertopk,731889,response_length/max/webshop,150,512.0,0.0,512.0,512.0,512.0,512.0,512.0
target_teachertopk,731889,response_length/mean,150,213.23183333333336,31.897171427033395,133.246,372.116,139.066,224.681,212.08488
target_teachertopk,731889,response_length/mean/alfworld,150,214.60180666666668,41.4171315439552,116.354,409.975,126.309,229.339,213.08694
target_teachertopk,731889,response_length/mean/search,150,131.29436666666666,13.404429197056057,67.625,159.45,81.227,147.055,133.88338
target_teachertopk,731889,response_length/mean/webshop,150,234.17659999999998,9.64229610829288,217.4,265.774,226.228,234.023,231.8073
target_teachertopk,731889,response_length/min,150,13.446666666666667,5.036581733234908,1.0,19.0,1.0,15.0,11.24
target_teachertopk,731889,response_length/min/alfworld,150,68.28666666666666,15.315933605961545,1.0,82.0,1.0,76.0,73.52
target_teachertopk,731889,response_length/min/search,150,14.92,2.8178478785531818,1.0,19.0,1.0,15.0,15.4
target_teachertopk,731889,response_length/min/webshop,150,59.71333333333333,28.41392538097395,1.0,115.0,1.0,48.0,46.64
target_teachertopk,731889,sign_weight/abs_delta_mean/alfworld,150,7.392586666666666,0.5397761287381608,5.879,8.851,8.744,7.573,7.291119999999999
target_teachertopk,731889,sign_weight/abs_delta_mean/search,150,1.94626,0.08427213299780659,1.387,2.091,1.811,1.972,1.9762600000000001
target_teachertopk,731889,sign_weight/abs_delta_mean/webshop,150,5.462713333333333,0.21842677908677366,4.842,6.177,5.973,5.414,5.42198
target_teachertopk,731889,sign_weight/agree_rate/alfworld__on__search,150,0.49387333333333333,0.01918586169263422,0.453,0.563,0.551,0.473,0.48951999999999996
target_teachertopk,731889,sign_weight/agree_rate/alfworld__on__webshop,150,0.6763533333333334,0.018595388914698405,0.64,0.74,0.719,0.678,0.6715399999999999
target_teachertopk,731889,sign_weight/agree_rate/search__on__alfworld,150,0.38508,0.029495879938278388,0.329,0.49,0.44,0.365,0.37552
target_teachertopk,731889,sign_weight/agree_rate/search__on__webshop,150,0.33991333333333335,0.011948744238993848,0.304,0.369,0.33,0.346,0.34600000000000003
target_teachertopk,731889,sign_weight/agree_rate/webshop__on__alfworld,150,0.7719533333333334,0.039595005857922146,0.638,0.853,0.814,0.797,0.7712399999999999
target_teachertopk,731889,sign_weight/agree_rate/webshop__on__search,150,0.37520000000000003,0.024369379693924647,0.346,0.513,0.513,0.35,0.36828000000000005
target_teachertopk,731889,sign_weight/alfworld/frac_agree_neg,150,0.03579333333333333,0.006159325359882273,0.021,0.052,0.025,0.036,0.03756
target_teachertopk,731889,sign_weight/alfworld/frac_agree_pos,150,0.20428666666666667,0.025405074733647653,0.164,0.297,0.283,0.201,0.1946
target_teachertopk,731889,sign_weight/alfworld/frac_conflict_on_neg,150,0.07577333333333333,0.017542005459911234,0.041,0.135,0.051,0.066,0.07742
target_teachertopk,731889,sign_weight/alfworld/frac_conflict_on_pos,150,0.022793333333333332,0.002248841677150459,0.016,0.029,0.027,0.025,0.02246
target_teachertopk,731889,sign_weight/alfworld/frac_neutral_off_task_silent,150,0.05483333333333333,0.0012723556455994886,0.051,0.062,0.056,0.056,0.05484
target_teachertopk,731889,sign_weight/alfworld/frac_neutral_off_task_split,150,0.56734,0.025455537707933,0.486,0.621,0.519,0.578,0.57434
target_teachertopk,731889,sign_weight/alfworld/frac_neutral_on_task_silent,150,0.0392,0.0014966629547095772,0.036,0.045,0.037,0.039,0.03884
target_teachertopk,731889,sign_weight/alfworld/inv_z,150,0.9849866666666666,0.0019043342377032702,0.979,0.993,0.981,0.986,0.9849800000000001
target_teachertopk,731889,sign_weight/alfworld/mass_frac_agree_neg,150,0.02098,0.002662004257447134,0.012,0.026,0.024,0.022,0.021640000000000003
target_teachertopk,731889,sign_weight/alfworld/mass_frac_agree_pos,150,0.06947333333333333,0.006054966739976546,0.036,0.087,0.083,0.068,0.07038
target_teachertopk,731889,sign_weight/alfworld/mass_frac_conflict_on_neg,150,0.00284,0.000417612260356422,0.001,0.004,0.003,0.003,0.0029
target_teachertopk,731889,sign_weight/alfworld/mass_frac_conflict_on_pos,150,0.027253333333333334,0.0032826547522123344,0.013,0.039,0.03,0.026,0.02674
target_teachertopk,731889,sign_weight/alfworld/mass_frac_neutral_off_task_silent,150,0.12051333333333335,0.01330049456056261,0.078,0.147,0.128,0.126,0.12476000000000001
target_teachertopk,731889,sign_weight/alfworld/mass_frac_neutral_off_task_split,150,0.12883333333333333,0.011254875486748942,0.069,0.149,0.123,0.13,0.13278
target_teachertopk,731889,sign_weight/alfworld/mass_frac_neutral_on_task_silent,150,0.6301533333333333,0.03068913741954238,0.578,0.791,0.609,0.625,0.62066
target_teachertopk,731889,sign_weight/alfworld/n_candidates,150,7173718.266666667,2166874.8385709,3421100.0,21215880.0,7398380.0,7567600.0,6727198.8
target_teachertopk,731889,sign_weight/alfworld/n_tokens,150,358685.91333333333,108343.74192854499,171055.0,1060794.0,369919.0,378380.0,336359.94
target_teachertopk,731889,sign_weight/alfworld/target_entropy_delta,150,0.004586666666666667,0.0009604628513841068,0.002,0.007,0.007,0.005,0.0046
target_teachertopk,731889,sign_weight/alfworld/target_kl,150,0.005653333333333333,0.0007658256256413002,0.003,0.007,0.007,0.006,0.00582
target_teachertopk,731889,sign_weight/alfworld/target_kl_ratio,150,0.4715666666666667,0.26333062656836725,0.01,0.884,0.01,0.869,0.7325400000000001
target_teachertopk,731889,sign_weight/alfworld/target_tv,150,0.014913333333333334,0.0018901028778584752,0.009,0.02,0.019,0.016,0.015260000000000001
target_teachertopk,731889,sign_weight/alfworld/teacher_coverage,150,0.9938600000000001,0.0019114741257294956,0.99,0.999,0.997,0.993,0.99308
target_teachertopk,731889,sign_weight/alfworld/teacher_kl,150,0.06047333333333333,0.13591780342872264,0.007,0.711,0.689,0.007,0.00792
target_teachertopk,731889,sign_weight/deadzone_frac/alfworld,150,0.04218666666666667,0.0013385896392181652,0.039,0.046,0.041,0.041,0.04194
target_teachertopk,731889,sign_weight/deadzone_frac/search,150,0.07199333333333333,0.0022523962548559,0.069,0.09,0.075,0.071,0.07122
target_teachertopk,731889,sign_weight/deadzone_frac/webshop,150,0.04648666666666667,0.00084645666687013,0.044,0.049,0.045,0.047,0.04644
target_teachertopk,731889,sign_weight/frac_agree_neg,150,0.0444,0.006848844184726841,0.027,0.063,0.03,0.045,0.046239999999999996
target_teachertopk,731889,sign_weight/frac_agree_pos,150,0.19297999999999998,0.020840815722998944,0.158,0.282,0.261,0.19,0.18584
target_teachertopk,731889,sign_weight/frac_conflict_on_neg,150,0.0738,0.013023568379416347,0.045,0.11,0.047,0.07,0.0758
target_teachertopk,731889,sign_weight/frac_conflict_on_pos,150,0.061606666666666664,0.007331117847155978,0.04,0.084,0.06,0.059,0.06262000000000001
